playlist_id,playlist_name,playlist_img,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,analysis_url,time_signature,added_at,is_local,primary_color,added_by.href,added_by.id,added_by.type,added_by.uri,added_by.external_urls.spotify,href,id,type,uri,external_urls.spotify,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.href,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode,name,track.name,track_title,line,lyric
200SdSoE42o3PK6MkrIXnQ,Triple J Hottest 100 Top 10 2000-2019,https://pl.scdn.co/images/pl/default/2d341dcaae48c750e3ba049b77225b7e82a7131a,Will Nuke Mattingley,1240269959,0.906,0.625,1,-6.779,0,0.0903,2.43e-4,3.23e-5,0.0975,0.423,150.018,7ujx3NYtwO2LkmKGz59mXp,https://api.spotify.com/v1/audio-analysis/7ujx3NYtwO2LkmKGz59mXp,4,2018-01-29T22:25:09Z,FALSE,NA,https://api.spotify.com/v1/users/1240269959,1240269959,user,spotify:user:1240269959,https://open.spotify.com/user/1240269959,https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg,2YZyLoL8N0Wb9xBt1NhZWg,artist,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,
